experiment_dir,source_batch,agent_id,utility,model_pair,model_order,token_budget_prompted,competition_level,consensus_reached,final_round,total_reasoning_tokens,avg_reasoning_tokens,is_prompted_reasoning,thinking_tokens,reflection_tokens,discussion_tokens,proposal_tokens,voting_tokens,num_interactions,round_1_tokens,round_2_tokens,round_3_tokens,round_4_tokens,round_5_tokens,round_6_tokens,round_7_tokens,round_8_tokens,round_9_tokens,round_10_tokens
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_4000/comp_0_25,ttc_scaling_20260125_050451,Agent_Beta,92.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,4000,0.25,True,1,4960,551.1111111111111,True,576.0,0.0,1169.0,281.0,195.5,9,4926,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_4000/comp_0_5,ttc_scaling_20260125_050451,Agent_Alpha,66.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,4000,0.5,True,1,22400,2488.8888888888887,False,2880.0,0.0,4117.333333333333,981.3333333333334,928.0,9,18176,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_4000/comp_0_5,ttc_scaling_20260125_050451,Agent_Beta,88.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,4000,0.5,True,1,3765,418.3333333333333,True,535.0,0.0,848.3333333333334,219.33333333333334,163.5,9,3738,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_4000/comp_0_75,ttc_scaling_20260125_050451,Agent_Alpha,56.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,4000,0.75,True,1,29632,3292.4444444444443,False,6976.0,0.0,4949.333333333333,1322.6666666666667,1344.0,9,25792,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_4000/comp_0_75,ttc_scaling_20260125_050451,Agent_Beta,68.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,4000,0.75,True,1,6676,741.7777777777778,True,436.0,0.0,1770.3333333333333,238.0,200.5,9,6461,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_4000/comp_1_0,ttc_scaling_20260125_050451,Agent_Alpha,52.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,4000,1.0,True,7,186560,3272.9824561403507,False,3958.8571428571427,4224.0,4431.238095238095,1682.2857142857142,1769.142857142857,57,21312,28864,31232,24128,29312,23872,22720,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_4000/comp_1_0,ttc_scaling_20260125_050451,Agent_Beta,48.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,4000,1.0,True,7,52625,923.2456140350877,True,870.7142857142857,769.8333333333334,1771.3333333333333,223.47619047619048,216.14285714285714,57,4759,5220,10722,12938,7639,6361,4966,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_500/comp_0_0,ttc_scaling_20260125_050451,Agent_Alpha,100.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,500,0.0,True,1,25600,2844.4444444444443,False,3840.0,0.0,4885.333333333333,981.3333333333334,832.0,9,21440,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_500/comp_0_0,ttc_scaling_20260125_050451,Agent_Beta,100.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,500,0.0,True,1,3520,391.1111111111111,True,360.0,0.0,815.0,133.33333333333334,105.5,9,3205,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_500/comp_0_25,ttc_scaling_20260125_050451,Agent_Alpha,67.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,500,0.25,True,1,23040,2560.0,False,2816.0,0.0,4181.333333333333,1280.0,1280.0,9,19200,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_500/comp_0_25,ttc_scaling_20260125_050451,Agent_Beta,87.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,500,0.25,True,1,4604,511.55555555555554,True,1360.0,0.0,939.6666666666666,131.0,119.5,9,4572,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_500/comp_0_5,ttc_scaling_20260125_050451,Agent_Alpha,64.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,500,0.5,True,1,18048,2005.3333333333333,False,2944.0,0.0,2346.6666666666665,1813.3333333333333,2016.0,9,15424,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_500/comp_0_5,ttc_scaling_20260125_050451,Agent_Beta,85.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,500,0.5,True,1,3612,401.3333333333333,True,495.0,0.0,787.6666666666666,196.66666666666666,183.0,9,3448,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_500/comp_0_75,ttc_scaling_20260125_050451,Agent_Alpha,51.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,500,0.75,True,1,35264,3918.222222222222,False,2368.0,0.0,7210.666666666667,1920.0,2240.0,9,29760,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_500/comp_0_75,ttc_scaling_20260125_050451,Agent_Beta,67.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,500,0.75,True,1,6587,731.8888888888889,True,400.0,0.0,1763.3333333333333,284.0,287.0,9,6542,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_500/comp_1_0,ttc_scaling_20260125_050451,Agent_Alpha,63.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,500,1.0,True,7,183232,3214.59649122807,False,4589.714285714285,4501.333333333333,4120.380952380952,1523.8095238095239,1499.4285714285713,57,31360,20160,25984,23808,28672,25728,21952,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_500/comp_1_0,ttc_scaling_20260125_050451,Agent_Beta,37.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,500,1.0,True,7,41820,733.6842105263158,True,651.1428571428571,497.5,1462.8095238095239,167.76190476190476,137.5,57,5864,7933,4480,5355,7627,6093,4433,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_5000/comp_0_0,ttc_scaling_20260125_050451,Agent_Alpha,100.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,5000,0.0,True,1,17216,1912.888888888889,False,3520.0,0.0,2282.6666666666665,1066.6666666666667,864.0,9,13568,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_5000/comp_0_0,ttc_scaling_20260125_050451,Agent_Beta,100.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,5000,0.0,True,1,1856,206.22222222222223,True,356.0,0.0,318.0,151.33333333333334,162.5,9,1764,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_5000/comp_0_25,ttc_scaling_20260125_050451,Agent_Alpha,73.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,5000,0.25,True,1,24512,2723.5555555555557,False,2944.0,0.0,3434.6666666666665,1237.3333333333333,1152.0,9,16960,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_5000/comp_0_25,ttc_scaling_20260125_050451,Agent_Beta,89.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,5000,0.25,True,1,4056,450.6666666666667,True,637.0,0.0,889.3333333333334,245.0,198.0,9,4040,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_5000/comp_0_5,ttc_scaling_20260125_050451,Agent_Alpha,68.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,5000,0.5,True,1,32384,3598.222222222222,False,2432.0,0.0,7552.0,981.3333333333334,704.0,9,28032,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_5000/comp_0_5,ttc_scaling_20260125_050451,Agent_Beta,79.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,5000,0.5,True,1,3750,416.6666666666667,True,751.0,0.0,868.0,122.66666666666667,100.5,9,3723,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_5000/comp_0_75,ttc_scaling_20260125_050451,Agent_Alpha,65.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,5000,0.75,True,1,28544,3171.5555555555557,False,2560.0,0.0,6336.0,1621.3333333333333,1280.0,9,26432,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_5000/comp_0_75,ttc_scaling_20260125_050451,Agent_Beta,64.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,5000,0.75,True,1,5197,577.4444444444445,True,289.0,0.0,1293.0,333.6666666666667,405.5,9,5169,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_5000/comp_1_0,ttc_scaling_20260125_050451,Agent_Alpha,42.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,5000,1.0,True,2,53760,3162.3529411764707,False,3392.0,5184.0,5397.333333333333,1301.3333333333333,1216.0,17,27392,24768,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_5000/comp_1_0,ttc_scaling_20260125_050451,Agent_Beta,58.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,5000,1.0,True,2,23646,1390.9411764705883,True,2142.5,600.0,2935.6666666666665,186.0,177.0,17,14697,8918,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_6000/comp_0_0,ttc_scaling_20260125_050451,Agent_Alpha,100.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,6000,0.0,True,1,23232,2581.3333333333335,False,3648.0,0.0,3413.3333333333335,1472.0,1088.0,9,18304,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_6000/comp_0_0,ttc_scaling_20260125_050451,Agent_Beta,100.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,6000,0.0,True,1,2049,227.66666666666666,True,394.0,0.0,447.6666666666667,88.33333333333333,72.5,9,2002,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_6000/comp_0_25,ttc_scaling_20260125_050451,Agent_Alpha,60.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,6000,0.25,True,1,21952,2439.1111111111113,False,4736.0,0.0,2794.6666666666665,1706.6666666666667,1696.0,9,18240,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_6000/comp_0_25,ttc_scaling_20260125_050451,Agent_Beta,88.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,6000,0.25,True,1,3705,411.6666666666667,True,707.0,0.0,769.6666666666666,209.0,232.0,9,3643,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_6000/comp_0_5,ttc_scaling_20260125_050451,Agent_Alpha,68.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,6000,0.5,True,1,25536,2837.3333333333335,False,4288.0,0.0,4309.333333333333,1706.6666666666667,1536.0,9,22336,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_6000/comp_0_5,ttc_scaling_20260125_050451,Agent_Beta,73.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,6000,0.5,True,1,5303,589.2222222222222,True,535.0,0.0,1415.0,162.0,196.5,9,5266,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_6000/comp_0_75,ttc_scaling_20260125_050451,Agent_Alpha,56.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,6000,0.75,True,1,28160,3128.8888888888887,False,4480.0,0.0,4458.666666666667,2112.0,2336.0,9,24192,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_6000/comp_0_75,ttc_scaling_20260125_050451,Agent_Beta,68.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,6000,0.75,True,1,8125,902.7777777777778,True,856.0,0.0,2119.0,189.0,143.0,9,7780,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_6000/comp_1_0,ttc_scaling_20260125_050451,Agent_Alpha,59.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,6000,1.0,True,9,224128,3070.246575342466,False,3584.0,4760.0,3970.3703703703704,1604.7407407407406,1671.111111111111,73,36544,25280,21504,21504,20032,27904,25280,23552,19264,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_6000/comp_1_0,ttc_scaling_20260125_050451,Agent_Beta,41.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,6000,1.0,True,9,83367,1142.013698630137,True,1181.111111111111,626.375,2244.074074074074,260.48148148148147,272.5,73,16188,6312,10681,10030,8356,8851,7287,9315,6244,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_7000/comp_0_0,ttc_scaling_20260125_050451,Agent_Alpha,100.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,7000,0.0,True,1,20288,2254.222222222222,False,2368.0,0.0,3584.0,832.0,704.0,9,15616,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_7000/comp_0_0,ttc_scaling_20260125_050451,Agent_Beta,100.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,7000,0.0,True,1,2071,230.11111111111111,True,610.0,0.0,364.0,113.66666666666667,83.0,9,2043,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_7000/comp_0_25,ttc_scaling_20260125_050451,Agent_Alpha,61.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,7000,0.25,True,1,19072,2119.1111111111113,False,2688.0,0.0,2496.0,1600.0,1568.0,9,14976,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_7000/comp_0_25,ttc_scaling_20260125_050451,Agent_Beta,67.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,7000,0.25,True,1,3170,352.22222222222223,True,391.0,0.0,738.3333333333334,176.0,189.0,9,3134,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_7000/comp_0_5,ttc_scaling_20260125_050451,Agent_Alpha,58.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,7000,0.5,True,1,29952,3328.0,False,4096.0,0.0,5461.333333333333,1450.6666666666667,1152.0,9,24832,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_7000/comp_0_5,ttc_scaling_20260125_050451,Agent_Beta,68.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,7000,0.5,True,1,4925,547.2222222222222,True,728.0,0.0,1139.6666666666667,234.66666666666666,262.5,9,4851,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_7000/comp_0_75,ttc_scaling_20260125_050451,Agent_Alpha,56.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,7000,0.75,True,1,28160,3128.8888888888887,False,5248.0,0.0,4565.333333333333,1792.0,1504.0,9,24320,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_7000/comp_0_75,ttc_scaling_20260125_050451,Agent_Beta,67.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,7000,0.75,True,1,6442,715.7777777777778,True,720.0,0.0,1674.3333333333333,220.66666666666666,264.5,9,6405,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_7000/comp_1_0,ttc_scaling_20260125_050451,Agent_Alpha,45.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,7000,1.0,True,2,65792,3870.1176470588234,False,4544.0,6080.0,5749.333333333333,2186.6666666666665,2000.0,17,34752,28032,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_7000/comp_1_0,ttc_scaling_20260125_050451,Agent_Beta,55.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,7000,1.0,True,2,17774,1045.5294117647059,True,1476.5,861.0,2056.3333333333335,227.66666666666666,207.0,17,8844,8674,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_8000/comp_0_0,ttc_scaling_20260125_050451,Agent_Alpha,100.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,8000,0.0,True,1,24064,2673.777777777778,False,3712.0,0.0,4480.0,1002.6666666666666,960.0,9,20160,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_8000/comp_0_0,ttc_scaling_20260125_050451,Agent_Beta,89.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,8000,0.0,True,1,2711,301.22222222222223,True,413.0,0.0,603.3333333333334,136.0,75.5,9,2631,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_8000/comp_0_25,ttc_scaling_20260125_050451,Agent_Alpha,63.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,8000,0.25,True,1,30784,3420.4444444444443,False,6720.0,0.0,4458.666666666667,1237.3333333333333,1216.0,9,23808,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_8000/comp_0_25,ttc_scaling_20260125_050451,Agent_Beta,99.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,8000,0.25,True,1,6167,685.2222222222222,True,1116.0,0.0,1522.3333333333333,152.33333333333334,130.0,9,6140,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_8000/comp_0_5,ttc_scaling_20260125_050451,Agent_Alpha,88.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,8000,0.5,True,1,26432,2936.8888888888887,False,3968.0,0.0,5034.666666666667,1301.3333333333333,1056.0,9,22976,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_8000/comp_0_5,ttc_scaling_20260125_050451,Agent_Beta,65.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,8000,0.5,True,1,3637,404.1111111111111,True,490.0,0.0,823.0,186.66666666666666,148.5,9,3519,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_8000/comp_0_75,ttc_scaling_20260125_050451,Agent_Alpha,76.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,8000,0.75,True,1,22784,2531.5555555555557,False,4864.0,0.0,3178.6666666666665,1770.6666666666667,1792.0,9,19712,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_8000/comp_0_75,ttc_scaling_20260125_050451,Agent_Beta,51.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,8000,0.75,True,1,4310,478.8888888888889,True,472.0,0.0,1051.3333333333333,194.66666666666666,210.0,9,4210,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_8000/comp_1_0,ttc_scaling_20260125_050451,Agent_Alpha,50.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,8000,1.0,True,1,24000,2666.6666666666665,False,4032.0,0.0,3456.0,1834.6666666666667,2048.0,9,19904,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_8000/comp_1_0,ttc_scaling_20260125_050451,Agent_Beta,50.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,8000,1.0,True,1,14979,1664.3333333333333,True,1075.0,0.0,4411.666666666667,176.66666666666666,205.0,9,14840,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_9000/comp_0_0,ttc_scaling_20260125_050451,Agent_Alpha,100.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,9000,0.0,True,1,24832,2759.1111111111113,False,4544.0,0.0,3520.0,1749.3333333333333,1408.0,9,20352,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_9000/comp_0_0,ttc_scaling_20260125_050451,Agent_Beta,98.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,9000,0.0,True,1,3062,340.22222222222223,True,1495.0,0.0,361.0,150.66666666666666,117.5,9,3030,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_9000/comp_0_25,ttc_scaling_20260125_050451,Agent_Alpha,68.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,9000,0.25,True,1,23680,2631.1111111111113,False,4864.0,0.0,3456.0,1365.3333333333333,1216.0,9,19328,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_9000/comp_0_25,ttc_scaling_20260125_050451,Agent_Beta,88.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,9000,0.25,True,1,3041,337.8888888888889,True,392.0,0.0,718.3333333333334,152.33333333333334,187.0,9,3004,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_9000/comp_0_5,ttc_scaling_20260125_050451,Agent_Alpha,59.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,9000,0.5,True,1,22080,2453.3333333333335,False,6080.0,0.0,2794.6666666666665,1237.3333333333333,1088.0,9,18176,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_9000/comp_0_5,ttc_scaling_20260125_050451,Agent_Beta,81.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,9000,0.5,True,1,5561,617.8888888888889,True,1434.0,0.0,1236.6666666666667,120.33333333333333,106.5,9,5505,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_9000/comp_0_75,ttc_scaling_20260125_050451,Agent_Alpha,53.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,9000,0.75,True,1,19776,2197.3333333333335,False,3712.0,0.0,2474.6666666666665,1408.0,1536.0,9,15360,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_9000/comp_0_75,ttc_scaling_20260125_050451,Agent_Beta,76.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,9000,0.75,True,1,3872,430.22222222222223,True,383.0,0.0,934.3333333333334,212.33333333333334,145.0,9,3823,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_9000/comp_1_0,ttc_scaling_20260125_050451,Agent_Alpha,22.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,9000,1.0,True,7,192960,3385.2631578947367,False,4397.714285714285,4906.666666666667,4604.952380952381,1465.904761904762,1389.7142857142858,57,31360,24576,26304,27392,22464,26304,29312,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_9000/comp_1_0,ttc_scaling_20260125_050451,Agent_Beta,78.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,9000,1.0,True,7,65254,1144.8070175438597,True,944.0,717.0,2381.2380952380954,190.38095238095238,149.0,57,11557,10357,10323,9611,5617,7283,10166,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_100/comp_0_0,ttc_scaling_20260125_050451,Agent_Alpha,100.0,o3-mini-high_vs_gpt-5-nano,strong_first,100,0.0,True,1,6016,668.4444444444445,True,1856.0,0.0,597.3333333333334,725.3333333333334,512.0,9,5824,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_100/comp_0_0,ttc_scaling_20260125_050451,Agent_Beta,100.0,o3-mini-high_vs_gpt-5-nano,strong_first,100,0.0,True,1,32448,3605.3333333333335,False,3904.0,0.0,7040.0,1493.3333333333333,1440.0,9,29504,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_100/comp_0_25,ttc_scaling_20260125_050451,Agent_Alpha,79.0,o3-mini-high_vs_gpt-5-nano,strong_first,100,0.25,True,1,5248,583.1111111111111,True,1920.0,0.0,448.0,597.3333333333334,384.0,9,5056,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_100/comp_0_25,ttc_scaling_20260125_050451,Agent_Beta,87.0,o3-mini-high_vs_gpt-5-nano,strong_first,100,0.25,True,1,41536,4615.111111111111,False,4416.0,0.0,8810.666666666666,2090.6666666666665,2272.0,9,37120,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/o3-mini-high_vs_gpt-5-nano/strong_first/budget_100/comp_0_5,ttc_scaling_20260125_050451,Agent_Alpha,69.0,o3-mini-high_vs_gpt-5-nano,strong_first,100,0.5,True,1,4992,554.6666666666666,True,768.0,0.0,597.3333333333334,768.0,864.0,9,4864,0,0,0,0,0,0,0,0,0
