dir,n_agents,consensus,final_round,has_result,has_all_interactions,num_per_agent_files,has_private_thinking,num_private_thinking,nonempty_private_thinking,has_reflection,num_reflection,nonempty_reflection,conversation_logs_reflection_mentions,phase_count
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_1/rep_07/focal,5,True,1,True,True,5,True,5,5,False,0,0,0,50
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_1/rep_09/focal,5,True,2,True,True,5,True,10,10,True,5,4,0,100
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-sonnet-4-20250514/n_3/comp_0/rep_01/control,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-sonnet-4-20250514/n_3/comp_0/rep_01/focal,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-sonnet-4-20250514/n_3/comp_0/rep_02/control,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-sonnet-4-20250514/n_3/comp_0/rep_02/focal,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-sonnet-4-20250514/n_3/comp_0/rep_03/control,3,True,7,True,True,3,True,21,21,True,18,18,0,168
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-sonnet-4-20250514/n_3/comp_0/rep_03/focal,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-sonnet-4-20250514/n_3/comp_0p5/rep_01/control,3,True,4,True,True,3,True,12,12,True,9,9,0,96
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-sonnet-4-20250514/n_3/comp_0p5/rep_01/focal,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-sonnet-4-20250514/n_3/comp_0p5/rep_02/control,3,True,5,True,True,3,True,15,15,True,12,12,0,120
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-sonnet-4-20250514/n_3/comp_0p5/rep_02/focal,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-sonnet-4-20250514/n_3/comp_0p5/rep_03/control,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-sonnet-4-20250514/n_3/comp_0p5/rep_03/focal,3,True,8,True,True,3,True,24,24,True,21,21,1,192
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-sonnet-4-20250514/n_3/comp_0p9/rep_01/control,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-sonnet-4-20250514/n_3/comp_0p9/rep_01/focal,3,True,5,True,True,3,True,15,15,True,12,12,0,120
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-sonnet-4-20250514/n_3/comp_0p9/rep_02/control,3,True,2,True,True,3,True,6,6,True,3,3,0,48
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-sonnet-4-20250514/n_3/comp_0p9/rep_02/focal,3,True,3,True,True,3,True,9,9,True,6,6,1,72
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-sonnet-4-20250514/n_3/comp_0p9/rep_03/control,3,True,5,True,True,3,True,15,15,True,12,12,0,120
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-sonnet-4-20250514/n_3/comp_0p9/rep_03/focal,3,True,6,True,True,3,True,18,18,True,15,15,1,144
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-sonnet-4-20250514/n_3/comp_1/rep_01/control,3,True,9,True,True,3,True,27,27,True,24,24,0,216
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-sonnet-4-20250514/n_3/comp_1/rep_01/focal,3,True,3,True,True,3,True,9,9,True,6,6,1,72
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-sonnet-4-20250514/n_3/comp_1/rep_02/control,3,True,2,True,True,3,True,6,6,True,3,3,0,48
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-sonnet-4-20250514/n_3/comp_1/rep_02/focal,3,False,10,True,True,3,True,30,30,True,30,30,1,243
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-sonnet-4-20250514/n_3/comp_1/rep_03/control,3,True,4,True,True,3,True,12,12,True,9,9,0,96
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-sonnet-4-20250514/n_3/comp_1/rep_03/focal,3,True,2,True,True,3,True,6,6,True,3,3,0,48
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-sonnet-4-20250514/n_5/comp_0/rep_01/focal,5,True,5,True,True,5,True,25,25,True,20,20,0,250
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-sonnet-4-20250514/n_5/comp_0/rep_02/focal,5,True,4,True,True,5,True,20,20,True,15,15,1,200
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_3/comp_0/rep_01/control,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_3/comp_0/rep_01/focal,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_3/comp_0/rep_02/control,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_3/comp_0/rep_02/focal,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_3/comp_0/rep_03/control,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_3/comp_0/rep_03/focal,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_3/comp_0p5/rep_01/control,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_3/comp_0p5/rep_01/focal,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_3/comp_0p5/rep_02/control,3,True,9,True,True,3,True,27,27,True,24,24,1,216
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_3/comp_0p5/rep_02/focal,3,True,5,True,True,3,True,15,15,True,12,12,0,120
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_3/comp_0p5/rep_03/control,3,True,5,True,True,3,True,15,15,True,12,12,1,120
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_3/comp_0p5/rep_03/focal,3,True,5,True,True,3,True,15,15,True,12,12,0,120
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_3/comp_0p9/rep_01/control,3,False,10,True,True,3,True,30,30,True,30,30,1,243
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_3/comp_0p9/rep_01/focal,3,True,3,True,True,3,True,9,9,True,6,6,0,72
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_3/comp_0p9/rep_02/control,3,True,8,True,True,3,True,24,24,True,21,21,0,192
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_3/comp_0p9/rep_02/focal,3,True,3,True,True,3,True,9,9,True,6,6,0,72
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_3/comp_0p9/rep_03/control,3,False,10,True,True,3,True,30,30,True,30,30,0,243
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_3/comp_0p9/rep_03/focal,3,True,3,True,True,3,True,9,9,True,6,6,0,72
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_3/comp_1/rep_01/control,3,True,2,True,True,3,True,6,6,True,3,3,0,48
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_3/comp_1/rep_01/focal,3,True,6,True,True,3,True,18,18,True,15,15,0,144
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_3/comp_1/rep_02/control,3,False,10,True,True,3,True,30,30,True,30,30,2,243
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_3/comp_1/rep_02/focal,3,True,3,True,True,3,True,9,9,True,6,6,0,72
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_3/comp_1/rep_03/control,3,True,3,True,True,3,True,9,9,True,6,6,0,72
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_3/comp_1/rep_03/focal,3,True,7,True,True,3,True,21,21,True,18,18,0,168
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_0/rep_01/control,5,True,1,True,True,5,True,5,5,False,0,0,0,50
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_0/rep_02/focal,5,True,1,True,True,5,True,5,5,False,0,0,0,50
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_0/rep_03/control,5,True,2,True,True,5,True,10,10,True,5,5,0,100
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_0/rep_03/focal,5,True,2,True,True,5,True,10,10,True,5,5,0,100
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_0p5/rep_01/focal,5,True,2,True,True,5,True,10,10,True,5,5,0,100
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_0p5/rep_02/control,5,True,3,True,True,5,True,15,15,True,10,10,0,150
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_0p5/rep_02/focal,5,True,4,True,True,5,True,20,20,True,15,15,0,200
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_0p5/rep_03/focal,5,True,3,True,True,5,True,15,15,True,10,10,0,150
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_0p9/rep_02/focal,5,True,3,True,True,5,True,15,15,True,10,10,0,150
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_0p9/rep_03/focal,5,True,3,True,True,5,True,15,15,True,10,10,0,150
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_1/rep_02/focal,5,True,4,True,True,5,True,20,20,True,15,15,0,200
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_1/rep_03/focal,5,True,5,True,True,5,True,25,25,True,20,20,0,250
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1-0528/n_3/comp_0/rep_01/control,3,True,3,True,True,3,True,9,9,True,6,6,0,72
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1-0528/n_3/comp_0/rep_02/control,3,True,3,True,True,3,True,9,9,True,6,6,0,72
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1-0528/n_3/comp_0/rep_03/control,3,True,3,True,True,3,True,9,9,True,6,6,0,72
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1-0528/n_3/comp_0p5/rep_01/control,3,True,2,True,True,3,True,6,6,True,3,3,0,48
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1-0528/n_3/comp_0p5/rep_02/control,3,True,5,True,True,3,True,15,15,True,12,12,1,120
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1-0528/n_3/comp_0p5/rep_03/control,3,True,7,True,True,3,True,21,21,True,18,18,0,168
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1-0528/n_3/comp_0p9/rep_01/control,3,True,4,True,True,3,True,12,12,True,9,9,0,96
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1-0528/n_3/comp_0p9/rep_02/control,3,True,7,True,True,3,True,21,21,True,18,18,0,168
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1-0528/n_3/comp_0p9/rep_03/control,3,False,10,True,True,3,True,30,30,True,30,30,0,243
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1-0528/n_3/comp_1/rep_01/control,3,True,2,True,True,3,True,6,6,True,3,3,0,48
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1-0528/n_3/comp_1/rep_02/control,3,False,10,True,True,3,True,30,30,True,30,30,5,243
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1-0528/n_3/comp_1/rep_03/control,3,False,10,True,True,3,True,30,30,True,30,30,1,243
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1-0528/n_5/comp_0/rep_02/control,5,True,1,True,True,5,True,5,5,False,0,0,0,50
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1-0528/n_5/comp_1/rep_01/control,5,True,1,True,True,5,True,5,5,False,0,0,0,50
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1-0528/n_5/comp_1/rep_03/control,5,True,3,True,True,5,True,15,15,True,10,10,0,150
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-2.5-pro/n_3/comp_0/rep_01/control,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-2.5-pro/n_3/comp_0/rep_01/focal,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-2.5-pro/n_3/comp_0/rep_02/control,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-2.5-pro/n_3/comp_0/rep_02/focal,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-2.5-pro/n_3/comp_0/rep_03/control,3,True,5,True,True,3,True,15,15,True,12,12,0,120
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-2.5-pro/n_3/comp_0/rep_03/focal,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-2.5-pro/n_3/comp_0p5/rep_01/control,3,True,8,True,True,3,True,24,24,True,21,21,0,192
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-2.5-pro/n_3/comp_0p5/rep_01/focal,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-2.5-pro/n_3/comp_0p5/rep_02/control,3,True,5,True,True,3,True,15,15,True,12,12,0,120
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-2.5-pro/n_3/comp_0p5/rep_02/focal,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-2.5-pro/n_3/comp_0p5/rep_03/control,3,True,2,True,True,3,True,6,6,True,3,3,0,48
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-2.5-pro/n_3/comp_0p5/rep_03/focal,3,True,3,True,True,3,True,9,9,True,6,6,0,72
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-2.5-pro/n_3/comp_0p9/rep_01/control,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-2.5-pro/n_3/comp_0p9/rep_01/focal,3,True,4,True,True,3,True,12,12,True,9,9,0,96
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-2.5-pro/n_3/comp_0p9/rep_02/control,3,True,4,True,True,3,True,12,12,True,9,9,0,96
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-2.5-pro/n_3/comp_0p9/rep_02/focal,3,True,3,True,True,3,True,9,9,True,6,6,0,72
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-2.5-pro/n_3/comp_0p9/rep_03/control,3,True,8,True,True,3,True,24,24,True,21,21,0,192
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-2.5-pro/n_3/comp_0p9/rep_03/focal,3,True,2,True,True,3,True,6,6,True,3,3,0,48
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-2.5-pro/n_3/comp_1/rep_01/control,3,True,10,True,True,3,True,30,30,True,27,27,1,240
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-2.5-pro/n_3/comp_1/rep_01/focal,3,True,6,True,True,3,True,18,18,True,15,15,1,144
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-2.5-pro/n_3/comp_1/rep_02/control,3,False,10,True,True,3,True,30,30,True,30,30,1,243
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-2.5-pro/n_3/comp_1/rep_02/focal,3,True,4,True,True,3,True,12,12,True,9,9,0,96
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-2.5-pro/n_3/comp_1/rep_03/control,3,False,10,True,True,3,True,30,30,True,30,30,0,243
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-2.5-pro/n_3/comp_1/rep_03/focal,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-2.5-pro/n_5/comp_0/rep_01/focal,5,True,3,True,True,5,True,15,15,True,10,10,0,150
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-2.5-pro/n_5/comp_0/rep_02/control,5,True,3,True,True,5,True,15,15,True,10,10,1,150
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-2.5-pro/n_5/comp_0/rep_02/focal,5,True,2,True,True,5,True,10,10,True,5,5,0,100
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-2.5-pro/n_5/comp_0/rep_03/control,5,True,1,True,True,5,True,5,5,False,0,0,0,50
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-2.5-pro/n_5/comp_0/rep_03/focal,5,True,2,True,True,5,True,10,10,True,5,5,0,100
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-2.5-pro/n_5/comp_0p5/rep_01/control,5,True,4,True,True,5,True,20,20,True,15,15,0,200
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-2.5-pro/n_5/comp_0p5/rep_02/focal,5,True,1,True,True,5,True,5,5,False,0,0,0,50
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-2.5-pro/n_5/comp_0p5/rep_03/focal,5,True,4,True,True,5,True,20,20,True,15,15,0,200
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-2.5-pro/n_5/comp_0p9/rep_01/focal,5,True,2,True,True,5,True,10,10,True,5,5,0,100
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-2.5-pro/n_5/comp_0p9/rep_02/control,5,True,1,True,True,5,True,5,5,False,0,0,0,50
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-2.5-pro/n_5/comp_0p9/rep_02/focal,5,True,3,True,True,5,True,15,15,True,10,10,0,150
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-2.5-pro/n_5/comp_0p9/rep_03/control,5,True,3,True,True,5,True,15,15,True,10,10,0,150
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-2.5-pro/n_5/comp_0p9/rep_03/focal,5,True,1,True,True,5,True,5,5,False,0,0,0,50
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-2.5-pro/n_5/comp_1/rep_01/focal,5,True,3,True,True,5,True,15,15,True,10,10,0,150
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-2.5-pro/n_5/comp_1/rep_02/control,5,True,1,True,True,5,True,5,5,False,0,0,0,50
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-2.5-pro/n_5/comp_1/rep_02/focal,5,True,4,True,True,5,True,20,20,True,15,15,1,200
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-2.5-pro/n_5/comp_1/rep_03/control,5,True,1,True,True,5,True,5,5,False,0,0,0,50
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-2.5-pro/n_5/comp_1/rep_03/focal,5,True,3,True,True,5,True,15,15,True,9,9,0,149
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-3-pro/n_3/comp_0/rep_01/control,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-3-pro/n_3/comp_0/rep_01/focal,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-3-pro/n_3/comp_0/rep_02/control,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-3-pro/n_3/comp_0/rep_02/focal,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-3-pro/n_3/comp_0/rep_03/control,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-3-pro/n_3/comp_0/rep_03/focal,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-3-pro/n_3/comp_0/rep_04/control,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-3-pro/n_3/comp_0/rep_04/focal,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-3-pro/n_3/comp_0/rep_05/control,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-3-pro/n_3/comp_0/rep_05/focal,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-3-pro/n_3/comp_0/rep_06/control,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-3-pro/n_3/comp_0/rep_06/focal,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-3-pro/n_3/comp_0/rep_07/control,3,True,2,True,True,3,True,6,6,True,3,3,0,48
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-3-pro/n_3/comp_0/rep_07/focal,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-3-pro/n_3/comp_0/rep_08/control,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-3-pro/n_3/comp_0/rep_08/focal,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-3-pro/n_3/comp_0/rep_09/control,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-3-pro/n_3/comp_0/rep_09/focal,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-3-pro/n_3/comp_0/rep_10/control,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-3-pro/n_3/comp_0/rep_10/focal,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-3-pro/n_3/comp_0p5/rep_01/control,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-3-pro/n_3/comp_0p5/rep_01/focal,3,True,4,True,True,3,True,12,12,True,9,9,1,96
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-3-pro/n_3/comp_0p5/rep_02/control,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-3-pro/n_3/comp_0p5/rep_02/focal,3,True,2,True,True,3,True,6,6,True,3,3,0,48
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-3-pro/n_3/comp_0p5/rep_03/control,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-3-pro/n_3/comp_0p5/rep_03/focal,3,True,3,True,True,3,True,9,9,True,6,6,0,72
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-3-pro/n_3/comp_0p5/rep_04/focal,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-3-pro/n_3/comp_0p5/rep_05/focal,3,True,2,True,True,3,True,6,6,True,3,3,0,48
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-3-pro/n_3/comp_0p5/rep_07/focal,3,True,2,True,True,3,True,6,6,True,3,3,0,48
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-3-pro/n_3/comp_0p5/rep_08/control,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-3-pro/n_3/comp_0p5/rep_08/focal,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_gemini-3-pro/n_3/comp_0p5/rep_09/control,3,True,3,True,True,3,True,9,9,True,6,6,0,72
